EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Average Job Satisfaction  
992,2,2,3,2.719216145
993,4,3,4,2.719426565
994,3,1,3,2.719344454
995,4,4,3,2.719847775
996,4,2,2,2.719472914
997,4,4,4,2.719683656
998,1,1,2,2.719308526
999,3,2,2,2.719812427
1000,1,3,3,2.720023454
1001,4,1,3,2.719941349
1002,3,3,3,2.720445879
1003,2,2,3,2.72036385
1004,2,4,3,2.720575286
1005,3,3,3,2.720199648
1006,2,2,2,2.720117474
1007,3,1,3,2.720329025
1008,4,2,2,2.720834558
1009,3,1,3,2.721046443
1010,4,3,3,2.721552485
1011,1,3,2,2.721470588
1012,2,4,3,2.721388644
1013,4,4,3,2.72101236
1014,2,2,3,2.720635855
1015,4,3,3,2.720848057
1016,3,1,3,2.720765832
1017,1,4,3,2.721272834
1018,1,3,3,2.720895962
1019,2,2,3,2.720813679
1020,3,4,3,2.721026246
1021,4,1,3,2.720648968
1022,3,2,2,2.721156683
1023,3,2,2,2.72136954
1024,3,4,3,2.721582521
1025,4,1,3,2.721204962
1026,3,4,4,2.721713442
1027,3,3,3,2.721335697
1028,2,2,3,2.721253325
1029,3,1,2,2.721466588
1030,2,1,2,2.721975747
1031,2,4,3,2.722485207
1032,1,2,3,2.722107132
1033,4,1,2,2.7223209
1034,4,1,1,2.722830915
1035,3,4,3,2.723341232
1036,1,3,2,2.722962963
1037,2,2,1,2.722880854
1038,3,3,4,2.723095168
1039,1,3,3,2.723013049
1040,4,2,3,2.722930881
1041,4,2,4,2.723145401
1042,3,4,3,2.723360047
1043,2,3,3,2.722980998
1044,2,2,2,2.722898723
1045,2,3,4,2.723113488
1046,3,2,3,2.723031204
1047,2,1,3,2.723246136
1048,4,4,2,2.723758549
1049,1,1,3,2.723378941
1050,3,1,3,2.723891699
1051,2,4,2,2.724404762
1052,3,4,3,2.724025007
1053,1,3,3,2.723645027
1054,2,3,1,2.723562705
1055,4,1,3,2.723480334
1056,1,1,3,2.723994039
1057,3,3,4,2.72450805
1058,4,2,3,2.724425887
1059,1,4,3,2.724642005
1060,4,4,2,2.724261415
1061,4,4,4,2.723880597
1062,4,4,4,2.723499552
1063,3,3,2,2.72311828
1064,2,3,3,2.723035554
1065,4,4,2,2.722952779
1066,3,4,3,2.722571001
1067,4,3,3,2.722188995
1068,4,3,3,2.722105893
1069,3,2,2,2.722022741
1070,1,1,3,2.722238851
1071,2,3,3,2.722754491
1072,4,2,3,2.722671459
1073,1,3,3,2.722887957
1074,4,2,3,2.722804915
1075,4,4,2,2.723021583
1076,3,2,3,2.722638681
1077,4,1,2,2.722855429
1078,NA,4,3,2.723372337
1079,2,4,4,2.722989196
1080,2,2,3,2.722605824
1081,2,4,2,2.722822823
1082,4,2,3,2.722439171
1083,2,3,3,2.72265625
1084,2,3,3,2.722572888
1085,3,4,3,2.722489477
1086,4,1,3,2.722105263
1087,4,1,3,2.722623345
1088,4,2,3,2.723141739
1089,2,4,2,2.723359422
1090,2,4,2,2.722975008
1091,1,1,3,2.722590361
1092,2,3,2,2.72310937
1093,1,3,NA,2.723025919
1094,4,4,3,2.722942418
1095,2,1,3,2.722557298
1096,4,1,3,2.723076923
1097,1,4,3,2.723596862
1098,3,2,1,2.723211591
1099,3,2,3,2.723429952
1100,3,1,4,2.723648445
1101,3,4,3,2.724169184
1102,4,4,2,2.72378362
1103,1,3,2,2.723397823
1104,3,4,3,2.723314182
1105,2,3,3,2.72292801
1106,2,3,2,2.722844175
1107,3,4,3,2.722760291
1108,3,1,3,2.7223736
1109,1,3,3,2.722895215
1110,2,2,2,2.722811269
1111,3,4,3,2.723030303
1112,4,3,3,2.722643225
1113,3,2,4,2.722559127
1114,4,1,3,2.722778283
1115,1,1,3,2.723300971
1116,4,2,3,2.723823976
1117,4,4,2,2.724043716
1118,1,3,3,2.723656241
1119,2,4,4,2.723572296
1120,2,4,3,2.723184442
1121,2,4,3,2.722796353
1122,1,2,3,2.722408027
1123,2,1,1,2.722627737
1124,3,3,2,2.72315181
1125,3,1,4,2.723067559
1126,1,2,3,2.723592085
1127,1,4,2,2.723812424
1128,4,3,2,2.723423698
1129,3,1,2,2.723339427
1130,1,1,2,2.723864675
1131,3,4,3,2.724390244
1132,4,1,3,2.72400122
1133,3,4,2,2.724527151
1134,1,1,2,2.724137931
1135,3,4,3,2.724664225
1136,4,4,3,2.724274809
1137,4,4,3,2.723885156
1138,1,4,3,2.723495264
1139,1,1,2,2.723105134
1140,1,3,2,2.723631917
1141,4,3,3,2.723547401
1142,1,3,3,2.723462833
1143,4,2,3,2.723378213
1144,3,2,3,2.723599633
1145,4,4,3,2.723821188
1146,2,1,3,2.723430322
1147,4,3,3,2.723958333
1148,3,3,4,2.723873736
1149,3,1,3,2.723789086
1150,2,3,2,2.724317694
1151,4,4,4,2.724233129
1152,4,3,4,2.723841669
1153,2,2,3,2.723756906
1154,3,2,3,2.723979122
1155,4,2,2,2.724201474
1156,4,3,2,2.724423963
1157,1,3,3,2.724339275
1158,2,3,2,2.724254534
1159,4,2,3,2.724169742
1160,1,3,3,2.724392495
1161,1,3,3,2.724307692
1162,4,1,2,2.724222838
1163,4,4,3,2.724753695
1164,3,2,1,2.724360949
1165,4,3,3,2.724584104
1166,4,3,4,2.72449923
1167,2,3,3,2.724414303
1168,2,4,3,2.724329325
1169,3,2,3,2.723935842
1170,1,4,2,2.72415921
1171,2,2,3,2.723765432
1172,1,4,3,2.723988885
1173,2,3,3,2.723594812
1174,3,4,3,2.723509422
1175,3,4,3,2.723114957
1176,1,3,2,2.722720247
1177,1,4,2,2.722634508
1178,2,4,3,2.722239406
1179,3,1,3,2.721844059
1180,4,4,2,2.722376973
1181,4,1,2,2.721981424
1182,1,4,3,2.72251471
1183,4,2,3,2.722118959
1184,3,3,2,2.722342733
1185,1,4,4,2.722256665
1186,1,3,2,2.721860465
1187,4,3,1,2.721774194
1188,1,2,3,2.721687868
1189,4,3,3,2.721911856
1190,4,4,2,2.72182552
1191,3,2,3,2.721428571
1192,4,1,3,2.721652687
1193,3,4,3,2.722187694
1194,1,4,3,2.721790488
1195,2,3,3,2.721393035
1196,2,NA,2,2.721306376
1197,4,3,3,2.72215308
1198,3,3,NA,2.722066604
1199,3,3,4,2.721980075
1200,3,3,3,2.721893491
1201,3,4,3,2.721806854
1202,4,2,3,2.721408538
1203,4,1,1,2.721633416
1204,4,1,3,2.722170253
1205,2,4,2,2.722707424
1206,2,1,3,2.722308892
1207,4,3,3,2.722846442
1208,3,4,3,2.722759913
1209,4,1,3,2.722361024
1210,2,2,3,2.722899094
1211,4,2,2,2.723125
1212,2,3,4,2.723351047
1213,2,4,1,2.72326454
1214,3,2,3,2.722865186
1215,4,3,3,2.723091364
1216,4,3,3,2.723004695
1217,1,2,3,2.722917971
1218,4,4,2,2.723144378
1219,3,1,2,2.722744361
1220,4,3,3,2.723284237
1221,4,3,3,2.723197492
1222,3,3,2,2.723110693
1223,1,2,3,2.723023839
1224,4,3,3,2.723250706
1225,NA,3,2,2.723163842
1226,2,4,3,2.723076923
1227,3,3,3,2.722675879
1228,2,1,3,2.722588753
1229,1,2,2,2.723130107
1230,4,4,2,2.723357435
1231,1,4,3,2.722955975
1232,4,4,3,2.722554262
1233,1,3,2,2.722152297
1234,3,1,3,2.722064841
1235,1,2,3,2.722607053
1236,3,4,3,2.722834646
1237,2,1,3,2.722432262
1238,3,3,2,2.722975102
1239,2,1,3,2.722887768
1240,3,2,3,2.723431094
1241,1,4,3,2.723659306
1242,2,1,2,2.723256548
1243,3,4,3,2.723800505
1244,4,4,4,2.723397537
1245,4,3,3,2.722994315
1246,4,4,4,2.722906793
1247,2,4,2,2.722503161
1248,4,3,2,2.722099273
1249,1,3,3,2.722011385
1250,4,4,3,2.721923442
1251,2,1,4,2.721518987
1252,3,1,3,2.722063944
1253,3,4,3,2.722609246
1254,4,1,3,2.722204625
1255,1,3,2,2.722750317
1256,4,3,3,2.722662441
1257,3,4,3,2.722574509
1258,2,3,3,2.722169363
1259,2,3,3,2.722081218
1260,2,2,3,2.721993018
1261,1,4,NA,2.722222222
1262,4,4,3,2.72181645
1263,1,3,3,2.721410419
1264,3,3,2,2.721321894
1265,2,1,2,2.721233312
1266,3,1,3,2.721780604
1267,3,4,2,2.722328244
1268,1,4,3,2.721921731
1269,2,1,2,2.721514959
1270,3,1,3,2.722063037
1271,4,4,2,2.722611465
1272,1,3,4,2.722204524
1273,1,4,3,2.722115997
1274,4,4,3,2.721708639
1275,2,3,2,2.72130102
1276,1,1,2,2.721212121
1277,3,3,3,2.721761327
1278,4,3,3,2.721672518
1279,2,2,3,2.721583653
1280,2,1,3,2.721814117
1281,2,1,2,2.722364217
1282,4,3,2,2.722914669
1283,1,3,2,2.722826087
1284,3,2,3,2.722737448
1285,3,2,3,2.72296865
1286,2,2,3,2.7232
1287,2,4,3,2.723431498
1288,3,4,3,2.723022735
1289,3,1,3,2.722613709
1290,4,1,4,2.723165652
1291,1,3,4,2.723717949
1292,2,2,3,2.723629368
1293,4,4,2,2.72386145
1294,2,3,3,2.723452037
1295,1,4,3,2.723363286
1296,2,4,3,2.722953451
1297,1,2,3,2.722543353
1298,4,4,2,2.722775458
1299,3,1,3,2.722365039
1300,4,4,3,2.722918676
1301,3,4,3,2.722508039
1302,3,4,3,2.722097137
1303,3,2,2,2.721685972
1304,3,4,1,2.721918249
1305,3,2,2,2.721506761
1306,3,1,2,2.72173913
1307,2,3,3,2.722293814
1308,1,3,1,2.722204318
1309,1,3,2,2.722114765
1310,2,3,4,2.722025153
1311,4,3,2,2.721935484
1312,2,2,4,2.721845757
1313,3,1,3,2.72207876
1314,4,1,3,2.722634808
1315,4,4,3,2.723191214
1316,1,3,3,2.722778675
1317,3,4,4,2.722689076
1318,3,4,3,2.722276107
1319,1,2,2,2.721862872
1320,3,3,3,2.722096409
1321,4,4,3,2.722006472
1322,2,4,3,2.721592748
1323,1,1,2,2.721178756
1324,1,3,NA,2.721736314
1325,4,4,3,2.721646144
1326,2,3,3,2.721231767
1327,3,2,3,2.721141375
1328,3,4,3,2.721375284
1329,3,1,3,2.720960415
1330,2,4,3,2.721518987
1331,1,4,3,2.721103896
1332,3,4,4,2.720688535
1333,1,3,2,2.720272904
1334,3,2,4,2.720181995
1335,2,2,3,2.720416125
1336,1,3,3,2.720650407
1337,2,3,2,2.720559532
1338,3,2,2,2.720468597
1339,4,4,2,2.720703125
1340,4,3,2,2.720286552
1341,3,4,3,2.72019544
1342,3,1,2,2.719778429
1343,2,3,3,2.720338983
1344,3,4,3,2.720247799
1345,2,3,3,2.719830398
1346,3,3,3,2.719738989
1347,3,3,3,2.71964752
1348,2,2,3,2.719555991
1349,1,4,3,2.719790986
1350,4,3,4,2.719372754
1351,1,3,3,2.719281046
1352,3,4,1,2.719189278
1353,1,1,4,2.718770438
1354,3,4,2,2.719332679
1355,4,3,3,2.718913613
1356,1,3,2,2.718821604
1357,4,4,4,2.718729535
1358,4,1,3,2.718309859
1359,2,4,3,2.71887287
1360,4,1,2,2.718452966
1361,3,1,3,2.719016393
1362,2,2,3,2.71958019
1363,2,2,3,2.719816273
1364,3,2,3,2.720052511
1365,2,3,1,2.720288903
1366,2,2,1,2.720197044
1367,2,4,3,2.72043364
1368,4,3,3,2.720013145
1369,2,3,3,2.719921105
1370,2,2,2,2.719829004
1371,3,4,2,2.720065789
1372,3,3,3,2.71964462
1373,3,4,3,2.719552337
1374,4,2,1,2.719130721
1375,3,4,1,2.719367589
1376,3,4,1,2.718945634
1377,3,3,2,2.718523401
1378,3,2,3,2.718430597
1379,1,3,3,2.718667546
1380,2,4,3,2.718574728
1381,1,4,4,2.718151815
1382,3,3,3,2.717728623
1383,3,2,2,2.717635403
1384,3,1,4,2.717872481
1385,4,2,2,2.718440185
1386,3,1,3,2.718677686
1387,3,1,4,2.719246032
1388,3,1,3,2.719814754
1389,3,4,4,2.720383852
1390,2,4,2,2.719960278
1391,2,1,3,2.719536424
1392,3,4,3,2.720105995
1393,3,4,3,2.719681909
1394,4,2,3,2.719257541
1395,2,2,2,2.719496021
1396,3,3,2,2.71973466
1397,4,1,3,2.719641672
1398,4,2,3,2.720212413
1399,4,3,3,2.720451527
1400,3,2,3,2.720358685
1401,4,3,2,2.720598007
1402,4,2,3,2.720505151
1403,3,3,3,2.720744681
1404,4,2,2,2.720651812
1405,2,3,3,2.72089155
1406,4,4,4,2.720798669
1407,1,4,3,2.720372836
1408,2,1,NA,2.71994672
1409,2,2,3,2.720519654
1410,3,3,3,2.720759747
1411,4,3,3,2.720666667
1412,4,4,1,2.720573525
1413,3,1,3,2.720146765
1414,4,4,3,2.720720721
1415,4,3,4,2.720293725
1416,3,4,4,2.720200334
1417,2,1,3,2.719772879
1418,2,4,2,2.720347477
1419,4,2,2,2.719919786
1420,2,4,3,2.720160481
1421,4,4,1,2.719732441
1422,4,1,3,2.719304115
1423,4,4,2,2.719879518
1424,3,3,3,2.719450954
1425,4,3,3,2.719356999
1426,2,2,1,2.719262982
1427,4,1,3,2.719504021
1428,4,4,3,2.720080456
1429,3,1,2,2.719651241
1430,3,3,2,2.720228111
1431,4,4,3,2.720134228
1432,4,1,3,2.719704599
1433,4,2,4,2.720282069
1434,3,2,3,2.720524017
1435,2,4,3,2.720766129
1436,1,3,2,2.720336134
1437,3,3,3,2.720242098
1438,3,4,3,2.720147999
1439,1,4,3,2.719717362
1440,2,4,3,2.719286436
1441,3,3,4,2.718855219
1442,3,4,2,2.718760525
1443,3,4,2,2.718328841
1444,3,4,3,2.717896866
1445,2,3,2,2.717464599
1446,4,4,2,2.717369309
1447,3,4,1,2.716936572
1448,4,4,3,2.716503544
1449,1,1,4,2.716070223
1450,1,3,4,2.71664978
1451,3,2,3,2.716554054
1452,4,3,1,2.716796215
1453,3,3,3,2.716700473
1454,3,4,3,2.716604667
1455,3,1,2,2.716170501
1456,1,4,3,2.716751269
1457,3,4,3,2.716316858
1458,2,3,3,2.715882154
1459,3,4,2,2.715785908
1460,4,1,3,2.715350729
1461,3,1,2,2.715932203
1462,1,3,3,2.716514073
1463,1,3,3,2.71641791
1464,3,3,3,2.716321683
1465,3,4,3,2.71622539
1466,4,1,3,2.715789474
1467,4,4,3,2.716372283
1468,1,3,3,2.71593612
1469,4,NA,3,2.715839565
1470,1,3,3,2.716763006
1471,3,4,NA,2.716666667
1472,3,2,4,2.71623001
1473,2,2,1,2.716473792
1474,4,4,3,2.716717739
1475,4,1,3,2.716280654
1476,3,2,2,2.716865417
1477,NA,3,1,2.717109748
1478,1,2,3,2.717013297
1479,2,4,3,2.717257844
1480,2,1,3,2.716820198
1481,3,4,3,2.717406143
1482,4,4,3,2.716968249
1483,4,1,3,2.716530055
1484,1,2,2,2.717116502
1485,4,4,2,2.717361586
1486,3,4,4,2.716923077
1487,4,3,4,2.716484268
1488,1,4,3,2.716387273
1489,2,2,2,2.715947981
1490,1,1,3,2.716193085
1491,3,2,1,2.716780822
1492,1,2,2,2.717026379
1493,3,3,2,2.717272104
1494,2,3,3,2.71717518
1495,2,4,2,2.717078189
1496,2,4,3,2.716638079
1497,1,1,3,2.716197666
1498,4,4,3,2.716786818
1499,4,3,1,2.716346154
1500,4,4,3,2.716248712
1501,1,2,3,2.71580756
1502,4,4,3,2.716053627
1503,3,1,3,2.715612105
1504,3,2,3,2.71620227
1505,4,2,2,2.716448727
1506,4,4,3,2.716695353
1507,2,4,2,2.716253444
1508,3,2,4,2.71581123
1509,3,3,3,2.716057891
1510,3,2,2,2.715960014
1511,3,4,3,2.716206897
1512,4,2,3,2.715764057
1513,4,2,3,2.716011042
1514,4,3,3,2.716258198
1515,2,1,3,2.716160221
1516,2,4,2,2.716753022
1517,3,4,2,2.716309606
1518,2,2,3,2.715865883
1519,4,3,2,2.716113416
1520,1,2,3,2.71601522
1521,4,3,3,2.716262976
1522,3,4,3,2.716164763
1523,1,1,3,2.715720222
1524,1,1,3,2.716314513
1525,3,4,1,2.716909217
1526,4,2,3,2.716464471
1527,3,1,3,2.716712899
1528,3,4,3,2.717308359
1529,3,3,3,2.716863289
1530,3,2,2,2.716765012
1531,3,2,2,2.717013889
1532,3,2,3,2.717262939
1533,4,3,3,2.717512161
1534,4,4,NA,2.717413973
1535,1,4,2,2.716968011
1536,1,4,2,2.716521739
1537,4,4,3,2.716075157
1538,3,3,3,2.715628263
1539,3,4,3,2.715529248
1540,4,3,2,2.715081853
1541,2,4,2,2.714982578
1542,4,3,3,2.714534681
1543,3,3,4,2.714435146
1544,3,2,3,2.714335542
1545,4,3,2,2.714584787
1546,3,1,2,2.714485166
1547,4,4,3,2.715083799
1548,2,4,2,2.714634998
1549,2,1,2,2.714185884
1550,2,4,3,2.71478504
1551,4,3,3,2.714335664
1552,2,2,3,2.714235747
1553,4,4,2,2.714485654
1554,3,4,3,2.714035702
1555,3,4,2,2.713585434
1556,4,2,3,2.713134851
1557,3,2,3,2.713384723
1558,3,4,2,2.71363477
1559,4,2,3,2.713183731
1560,2,3,3,2.713433883
1561,1,4,3,2.713333333
1562,4,3,2,2.712881713
1563,3,3,3,2.712780899
1564,3,2,3,2.712680014
1565,1,3,1,2.712930429
1566,3,1,3,2.712829525
1567,4,3,4,2.713431786
1568,3,3,3,2.713330988
1569,1,4,3,2.71323012
1570,1,2,3,2.712777191
1571,4,4,3,2.713028169
1572,1,4,3,2.71257485
1573,4,3,3,2.712121212
1574,4,3,3,2.712019739
1575,1,4,2,2.711918195
1576,4,3,3,2.711463845
1577,3,1,3,2.711362032
1578,3,3,4,2.711966114
1579,1,2,3,2.711864407
1580,4,4,3,2.71211586
1581,3,3,3,2.711660777
1582,3,2,3,2.711558855
1583,3,2,3,2.711810467
1584,4,4,3,2.712062257
1585,3,2,3,2.711606511
1586,4,2,3,2.711858407
1587,2,4,3,2.712110482
1588,2,3,3,2.711654269
1589,3,4,2,2.711552091
1590,4,3,3,2.711095356
1591,1,4,2,2.710992908
1592,3,4,3,2.710535651
1593,4,3,4,2.71007807
1594,3,2,3,2.709975151
1595,3,1,3,2.710227273
1596,1,2,3,2.710834813
1597,2,3,NA,2.71108742
1598,3,4,3,2.710984714
1599,4,1,2,2.710526316
1600,4,2,3,2.711134827
1601,2,1,3,2.7113879
1602,3,2,2,2.711997152
1603,1,2,3,2.712250712
1604,2,3,3,2.712504453
1605,1,1,2,2.712401996
1606,3,3,3,2.713012478
1607,2,1,1,2.712910128
1608,4,4,3,2.713521227
1609,3,3,3,2.713062099
1610,2,4,3,2.712959657
1611,2,3,3,2.7125
1612,4,1,3,2.712397285
1613,2,3,3,2.713009292
1614,3,1,2,2.712906686
1615,2,3,3,2.713519313
1616,2,1,3,2.713416816
1617,3,1,3,2.714030064
1618,1,1,3,2.714643752
1619,4,3,3,2.71525788
1620,1,4,2,2.715155858
1621,4,4,1,2.714695341
1622,1,3,3,2.714234493
1623,3,4,3,2.714131994
1624,1,1,1,2.713670614
1625,3,3,2,2.714285714
1626,4,4,4,2.714183124
1627,1,2,3,2.713721264
1628,4,3,2,2.713977722
1629,4,4,3,2.71387491
1630,3,3,3,2.713412442
1631,1,4,1,2.713309353
1632,3,4,1,2.712846348
1633,2,3,3,2.712383009
1634,3,2,4,2.712279438
1635,1,4,4,2.712536023
1636,3,1,3,2.712072072
1637,1,4,2,2.712689257
1638,2,3,3,2.712225027
1639,3,4,2,2.712121212
1640,3,1,4,2.711656442
1641,1,4,3,2.712274368
1642,1,3,1,2.711809317
1643,4,3,3,2.711705202
1644,3,3,3,2.711601012
1645,4,3,3,2.711496746
1646,3,4,3,2.711392405
1647,3,2,4,2.710926194
1648,2,3,4,2.711183496
1649,1,4,3,2.711078928
1650,4,2,3,2.710612097
1651,4,3,3,2.710869565
1652,1,3,3,2.71076477
1653,2,1,3,2.710659898
1654,2,3,3,2.711280377
1655,2,4,2,2.711175617
1656,3,3,3,2.710707804
1657,2,4,3,2.71060276
1658,1,2,3,2.710134399
1659,4,4,3,2.710392442
1660,2,3,NA,2.709923664
1661,2,3,3,2.709818182
1662,3,3,3,2.709712623
1663,2,4,4,2.709606987
1664,4,1,2,2.709137241
1665,4,2,4,2.70975965
1666,2,3,2,2.710018215
1667,4,4,4,2.709912536
1668,1,3,3,2.709442217
1669,3,4,2,2.709336251
1670,2,2,3,2.708865378
1671,3,1,3,2.709124088
1672,1,3,3,2.709748083
1673,1,3,3,2.709642075
1674,1,3,3,2.709535988
1675,4,4,3,2.709429825
1676,3,4,1,2.708957952
1677,2,4,4,2.708485735
1678,1,3,2,2.708013172
1679,2,NA,3,2.707906296
1680,1,2,3,2.70889784
1681,4,1,3,2.709157509
1682,4,3,3,2.709783804
1683,4,4,3,2.709677419
1684,3,3,3,2.709204254
1685,2,2,2,2.709097579
1686,4,3,3,2.709357798
1687,2,4,3,2.709251101
1688,1,2,4,2.708777084
1689,4,2,3,2.709037472
1690,1,2,3,2.709298052
1691,2,3,3,2.709558824
1692,1,3,3,2.709452004
1693,2,1,4,2.709345107
1694,2,4,3,2.709974236
1695,2,1,1,2.709499264
1696,1,4,3,2.710128913
1697,1,4,4,2.709653648
1698,1,3,2,2.709178032
1699,4,3,2,2.709070796
1700,4,2,4,2.708963482
1701,3,4,3,2.709225092
1702,2,4,2,2.708748616
1703,3,1,2,2.708271787
1704,4,3,3,2.708902844
1705,4,1,1,2.70879527
1706,1,3,4,2.709426987
1707,3,3,3,2.709319527
1708,3,1,3,2.709211987
1709,3,3,3,2.70984456
1710,4,4,4,2.709737134
1711,1,3,3,2.709259259
1712,3,3,3,2.709151538
1713,1,4,2,2.709043736
1714,3,3,3,2.708565072
1715,4,1,4,2.708456973
1716,2,4,2,2.709090909
1717,1,1,3,2.70861173
1718,3,4,3,2.709246194
1719,3,3,3,2.708766716
1720,2,3,2,2.708658491
1721,2,4,3,2.708550186
1722,3,4,1,2.708069914
1723,3,2,NA,2.707589286
1724,2,2,3,2.707852624
1725,1,4,3,2.708116158
1726,4,3,3,2.707635009
1727,1,1,3,2.70752608
1728,3,3,3,2.708162505
1729,1,1,4,2.708053691
1730,4,2,3,2.708690787
1731,4,4,3,2.708955224
1732,2,4,3,2.708473311
1733,2,2,3,2.707991038
1734,4,4,3,2.70825551
1735,4,4,3,2.707772795
1736,4,3,3,2.70728972
1737,4,2,4,2.707180254
1738,1,3,3,2.707444819
1739,4,3,3,2.707335329
1740,4,4,2,2.707225758
1741,2,3,3,2.706741573
1742,2,4,2,2.706631697
1743,3,1,3,2.706146927
1744,3,4,3,2.706786652
1745,4,1,3,2.706301575
1746,4,1,3,2.706941839
1747,3,3,3,2.707582583
1748,2,4,2,2.707472775
1749,1,1,3,2.706987228
1750,4,1,2,2.707628711
1751,4,3,3,2.708270677
1752,4,2,3,2.708160963
1753,1,2,3,2.708427389
1754,1,1,3,2.708694016
1755,3,3,4,2.709337349
1756,1,3,3,2.709227872
1757,4,3,2,2.709118312
1758,3,4,2,2.709008669
1759,3,3,3,2.70852187
1760,3,3,3,2.70841192
1761,4,4,3,2.708301887
1762,2,3,3,2.70781427
1763,2,1,4,2.707703927
1764,3,2,1,2.708349074
1765,3,4,2,2.70861678
1766,4,4,2,2.708128544
1767,4,1,1,2.707639939
1768,4,2,3,2.708286039
1769,4,4,3,2.708554126
1770,4,1,4,2.708065127
1771,1,4,3,2.708712121
1772,4,3,1,2.708222812
1773,2,1,3,2.708112206
1774,3,1,4,2.708759954
1775,4,4,2,2.709408194
1776,3,4,2,2.708918406
1777,2,3,3,2.708428246
1778,1,3,3,2.708317509
1779,2,3,3,2.708206687
1780,4,4,3,2.708095781
1781,4,1,3,2.707604563
1782,1,1,3,2.708254089
1783,4,4,3,2.70890411
1784,1,4,3,2.708412638
1785,2,3,2,2.707920792
1786,4,1,NA,2.707809524
1787,2,4,3,2.708460366
1788,4,1,3,2.707967976
1789,3,4,3,2.708619375
1790,4,1,2,2.708126669
1791,1,1,3,2.708778626
1792,3,1,3,2.709431081
1793,1,4,2,2.710084034
1794,4,3,3,2.709591135
1795,3,2,3,2.709480122
1796,3,1,3,2.709751434
1797,2,4,2,2.710405509
1798,3,1,3,2.709911979
1799,3,2,3,2.710566616
1800,4,3,3,2.710838759
1801,3,3,3,2.710727969
1802,2,1,3,2.710617095
1803,3,3,4,2.711273006
1804,1,1,3,2.711162255
1805,3,4,2,2.71181888
1806,3,2,3,2.711324376
1807,3,3,3,2.711597542
1808,4,2,3,2.711486746
1809,4,3,3,2.711760184
1810,4,4,3,2.711649366
1811,3,3,2,2.711153846
1812,3,2,3,2.711042709
1813,NA,3,3,2.711316397
1814,1,3,3,2.711205237
1815,3,4,2,2.711093991
1816,2,3,3,2.710597303
1817,2,2,2,2.710485736
1818,1,1,2,2.710759738
1819,3,4,3,2.711419753
1820,3,4,4,2.710922424
1821,3,4,2,2.71042471
1822,2,1,3,2.709926613
1823,3,4,3,2.710587326
1824,3,3,4,2.710088906
1825,2,2,3,2.709976798
1826,3,4,1,2.710251451
1827,3,3,3,2.709752322
1828,4,4,2,2.709639954
1829,1,3,2,2.709140201
1830,4,2,2,2.709027509
1831,1,1,2,2.709302326
1832,1,1,3,2.709965103
1833,3,1,2,2.710628394
1834,2,4,2,2.7112922
1835,2,4,2,2.710791925
1836,2,4,2,2.710291262
1837,1,4,3,2.70979021
1838,4,1,3,2.709288768
1839,3,3,2,2.709953344
1840,3,4,3,2.709840529
1841,4,3,3,2.709338521
1842,2,4,3,2.70922538
1843,4,4,1,2.708722741
1844,1,4,2,2.708219712
1845,2,4,3,2.70771629
1846,1,1,3,2.707212476
1847,3,1,3,2.707878315
1848,4,3,3,2.708544674
1849,4,2,NA,2.708430913
1850,4,4,3,2.708707536
1851,3,1,4,2.708203125
1852,3,1,3,2.708870653
1853,1,4,2,2.709538702
1854,2,2,3,2.709034024
1855,2,2,3,2.709311424
1856,3,4,2,2.709589041
1857,4,4,3,2.70908379
1858,2,3,3,2.708578143
1859,1,4,3,2.70846395
1860,4,2,3,2.707957664
1861,3,4,3,2.708235294
1862,4,4,3,2.707728521
1863,4,4,2,2.70722135
1864,3,4,3,2.706713781
1865,1,2,3,2.706205813
1866,1,1,3,2.706483301
1867,4,4,3,2.707154088
1868,4,2,4,2.706645694
1869,1,4,1,2.706923682
1870,1,4,3,2.706414797
1871,2,1,3,2.705905512
1872,1,4,3,2.706577393
1873,4,4,2,2.70606777
1874,1,2,4,2.705557745
1875,3,3,2,2.705835962
1876,4,4,2,2.705719921
1877,3,4,2,2.705209155
1878,4,4,2,2.704697987
1879,2,3,4,2.704186414
1880,2,4,2,2.704069538
1881,3,3,3,2.703557312
1882,4,1,1,2.703440095
1883,2,3,3,2.704113924
1884,2,2,3,2.703996834
1885,3,3,3,2.704275534
1886,3,1,3,2.704158416
1887,3,2,3,2.704833597
1888,2,3,4,2.705112961
1889,4,4,1,2.704996035
1890,1,2,2,2.704482348
1891,4,3,2,2.704761905
1892,4,3,2,2.7046447
1893,2,4,3,2.704527403
1894,4,1,3,2.704012714
1895,3,2,3,2.704689984
1896,3,2,3,2.704970179
1897,1,2,2,2.705250597
1898,3,1,3,2.705531238
1899,4,1,3,2.706210191
1900,3,3,3,2.706889685
1901,4,2,4,2.706772908
1902,1,1,3,2.707054603
1903,4,4,1,2.707735247
1904,4,2,3,2.707219785
1905,3,1,4,2.707501995
1906,3,4,3,2.708183633
1907,2,4,3,2.707667732
1908,1,3,1,2.707151418
1909,3,2,2,2.707034373
1910,3,NA,3,2.707317073
1911,3,3,3,2.7084
1912,4,4,NA,2.708283313
1913,4,3,3,2.707766213
1914,3,3,4,2.707649179
1915,3,3,4,2.707532051
1916,3,4,3,2.70741483
1917,4,4,3,2.706896552
1918,1,3,3,2.706377858
1919,2,2,2,2.706260032
1920,3,3,4,2.706543557
